,id,first_name,last_name,email,gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score,total_score
729,730,Linda,West,linda.west.730@gslingacademy.com,female,True,7,False,34,Lawyer,75,82,89,65,85,89,81,566
730,731,Justin,Hughes,justin.hughes.731@gslingacademy.com,male,False,2,True,25,Stock Investor,97,65,96,87,87,95,100,627
731,732,Jose,Jackson,jose.jackson.732@gslingacademy.com,male,True,10,False,3,Business Owner,72,81,61,73,96,72,86,541
732,733,Larry,Smith,larry.smith.733@gslingacademy.com,male,True,3,False,12,Stock Investor,84,69,68,92,86,67,73,539
733,734,Austin,Dunn,austin.dunn.734@gslingacademy.com,male,False,1,False,25,Unknown,84,94,65,74,92,81,79,569
734,735,Michael,Heath,michael.heath.735@gslingacademy.com,male,False,6,False,50,Doctor,94,87,99,99,86,86,85,636
735,736,Beth,Acosta,beth.acosta.736@gslingacademy.com,female,False,7,False,15,Designer,80,91,100,87,87,94,100,639
736,737,Tracie,Weeks,tracie.weeks.737@gslingacademy.com,female,False,0,False,34,Software Engineer,87,98,79,87,92,80,93,616
737,738,Brandi,Ray,brandi.ray.738@gslingacademy.com,female,False,6,False,27,Stock Investor,93,94,87,92,99,93,88,646
738,739,Carla,Brandt,carla.brandt.739@gslingacademy.com,female,False,1,False,5,Game Developer,87,69,96,61,72,78,99,562
739,740,Thomas,Cruz,thomas.cruz.740@gslingacademy.com,male,False,10,True,0,Business Owner,64,51,70,94,86,65,80,510
740,741,Nicholas,Martin,nicholas.martin.741@gslingacademy.com,male,False,5,False,15,Software Engineer,96,73,91,71,72,74,76,553
741,742,Breanna,Lee,breanna.lee.742@gslingacademy.com,female,False,2,True,31,Scientist,97,62,93,80,96,94,67,589
742,743,Angie,White,angie.white.743@gslingacademy.com,female,False,6,False,0,Artist,62,79,75,65,71,75,93,520
743,744,William,Lester,william.lester.744@gslingacademy.com,male,True,1,False,5,Business Owner,97,79,96,94,59,83,64,572
744,745,Joshua,Miller,joshua.miller.745@gslingacademy.com,male,False,3,False,35,Software Engineer,85,100,90,93,94,97,98,657
745,746,Thomas,Stone,thomas.stone.746@gslingacademy.com,male,False,0,False,27,Unknown,68,95,66,65,89,84,100,567
746,747,Sarah,King,sarah.king.747@gslingacademy.com,female,True,7,False,1,Business Owner,45,68,99,91,88,63,61,515
747,748,Jeffery,Carlson,jeffery.carlson.748@gslingacademy.com,male,True,6,False,2,Business Owner,86,79,86,73,53,84,79,540
748,749,Ashley,Gutierrez,ashley.gutierrez.749@gslingacademy.com,female,False,10,False,34,Software Engineer,97,94,73,98,87,97,98,644
749,750,Adam,Herring,adam.herring.750@gslingacademy.com,male,True,2,True,18,Software Engineer,93,67,65,61,61,96,65,508
750,751,David,Ramirez,david.ramirez.751@gslingacademy.com,male,False,1,False,14,Software Engineer,85,93,75,72,84,63,63,535
751,752,Angela,Brown,angela.brown.752@gslingacademy.com,female,False,1,False,6,Designer,88,88,98,92,71,66,90,593
752,753,Eric,Jones,eric.jones.753@gslingacademy.com,male,False,5,True,2,Artist,100,67,98,71,92,79,99,606
753,754,Angel,Garner,angel.garner.754@gslingacademy.com,male,False,2,False,19,Software Engineer,93,74,88,92,77,89,96,609
754,755,Lisa,Cowan,lisa.cowan.755@gslingacademy.com,female,False,1,False,1,Artist,70,63,73,97,63,61,90,517
755,756,Nicole,Perry,nicole.perry.756@gslingacademy.com,female,False,2,False,13,Banker,82,67,94,88,86,89,98,604
756,757,Annette,Wells,annette.wells.757@gslingacademy.com,female,True,8,False,3,Business Owner,41,76,94,93,79,84,96,563
757,758,Ian,Scott,ian.scott.758@gslingacademy.com,male,False,2,False,21,Banker,94,74,74,89,67,93,96,587
758,759,Kari,Hernandez,kari.hernandez.759@gslingacademy.com,female,True,2,False,29,Designer,67,69,75,94,98,80,74,557
759,760,Mary,Haynes,mary.haynes.760@gslingacademy.com,female,False,0,True,11,Government Officer,89,75,64,81,66,82,92,549
760,761,Raymond,Smith,raymond.smith.761@gslingacademy.com,male,False,3,False,23,Doctor,82,82,100,93,91,61,83,592
761,762,Christopher,Ayala,christopher.ayala.762@gslingacademy.com,male,True,2,False,30,Software Engineer,96,79,93,92,92,71,87,610
762,763,Jacqueline,Frazier,jacqueline.frazier.763@gslingacademy.com,female,False,1,False,13,Accountant,94,84,84,89,52,97,76,576
763,764,Jesse,Kelly,jesse.kelly.764@gslingacademy.com,male,False,4,False,19,Construction Engineer,84,65,83,99,86,75,67,559
764,765,Teresa,Lee,teresa.lee.765@gslingacademy.com,female,False,5,False,33,Software Engineer,87,98,97,70,80,67,82,581
765,766,Michael,Aguirre,michael.aguirre.766@gslingacademy.com,male,False,2,False,21,Software Engineer,90,93,66,77,72,82,82,562
766,767,April,Delgado,april.delgado.767@gslingacademy.com,female,False,7,False,31,Scientist,86,81,91,83,97,83,80,601
767,768,Troy,Prince,troy.prince.768@gslingacademy.com,male,False,6,False,3,Business Owner,48,72,64,65,64,55,79,447
768,769,Martha,Summers,martha.summers.769@gslingacademy.com,female,True,7,False,3,Business Owner,49,59,99,59,75,54,70,465
769,770,William,Dean,william.dean.770@gslingacademy.com,male,True,0,False,30,Unknown,90,83,72,77,99,84,67,572
770,771,Cheryl,Gutierrez,cheryl.gutierrez.771@gslingacademy.com,female,True,5,True,1,Business Owner,40,51,93,100,76,60,99,519
771,772,Diane,Spears,diane.spears.772@gslingacademy.com,female,False,0,True,8,Unknown,78,81,71,91,79,79,75,554
772,773,Brian,David,brian.david.773@gslingacademy.com,male,False,2,False,29,Software Engineer,87,68,75,96,91,72,78,567
773,774,Heather,Brooks,heather.brooks.774@gslingacademy.com,female,False,2,False,18,Accountant,79,81,68,70,60,65,71,494
774,775,Pamela,Rodgers,pamela.rodgers.775@gslingacademy.com,female,False,6,True,4,Game Developer,100,100,94,83,62,92,71,602
775,776,Betty,Nash,betty.nash.776@gslingacademy.com,female,False,1,False,10,Unknown,71,72,65,65,65,67,97,502
776,777,Heather,Donaldson,heather.donaldson.777@gslingacademy.com,female,False,2,False,32,Banker,77,64,69,60,92,76,74,512
777,778,Ebony,Shepherd,ebony.shepherd.778@gslingacademy.com,female,False,1,False,32,Lawyer,83,84,96,96,79,80,81,599
778,779,Sean,Thomas,sean.thomas.779@gslingacademy.com,male,False,2,True,16,Software Engineer,96,79,80,71,67,76,63,532
779,780,Todd,Howard,todd.howard.780@gslingacademy.com,male,False,6,False,35,Unknown,91,96,100,95,100,94,95,671
780,781,Julia,Richmond,julia.richmond.781@gslingacademy.com,female,False,8,False,2,Business Owner,71,69,95,83,90,93,89,590
781,782,Mary,Mccormick,mary.mccormick.782@gslingacademy.com,female,False,3,False,27,Unknown,84,80,75,63,71,86,63,522
782,783,Jimmy,Warren,jimmy.warren.783@gslingacademy.com,male,False,3,False,28,Software Engineer,91,61,61,85,64,76,88,526
783,784,Henry,Spencer,henry.spencer.784@gslingacademy.com,male,False,2,False,2,Real Estate Developer,59,65,72,60,94,63,75,488
784,785,Peter,Yates,peter.yates.785@gslingacademy.com,male,False,3,False,42,Doctor,89,90,91,95,87,92,96,640
785,786,Robert,Campbell,robert.campbell.786@gslingacademy.com,male,False,7,False,31,Banker,81,92,68,93,69,78,89,570
786,787,Matthew,Conway,matthew.conway.787@gslingacademy.com,male,False,3,False,15,Accountant,77,84,86,97,90,83,92,609
787,788,Tyler,Calderon,tyler.calderon.788@gslingacademy.com,male,False,7,False,1,Business Owner,72,58,73,57,67,88,70,485
788,789,Brittney,Moon,brittney.moon.789@gslingacademy.com,female,False,5,False,10,Teacher,91,63,78,93,76,76,90,567
789,790,Tracy,White,tracy.white.790@gslingacademy.com,female,False,5,False,40,Doctor,88,100,94,91,85,91,88,637
790,791,Gregory,Welch,gregory.welch.791@gslingacademy.com,male,False,8,False,40,Doctor,94,88,99,92,98,85,95,651
791,792,Caroline,Cooper,caroline.cooper.792@gslingacademy.com,female,False,0,False,8,Real Estate Developer,67,72,98,65,61,87,89,539
792,793,Kelly,Rivera,kelly.rivera.793@gslingacademy.com,female,False,2,False,22,Unknown,88,86,82,89,81,61,83,570
793,794,Stacey,Wilson,stacey.wilson.794@gslingacademy.com,female,False,3,False,21,Unknown,67,67,62,80,61,61,82,480
794,795,Craig,Graham,craig.graham.795@gslingacademy.com,male,False,7,False,31,Lawyer,95,87,96,97,83,93,88,639
795,796,Earl,Santana,earl.santana.796@gslingacademy.com,male,False,1,False,10,Government Officer,96,91,78,94,81,88,86,614
796,797,Lisa,Mitchell,lisa.mitchell.797@gslingacademy.com,female,False,3,True,35,Banker,87,99,99,100,98,96,94,673
797,798,Michael,Williams,michael.williams.798@gslingacademy.com,male,False,3,False,14,Banker,85,88,85,92,96,81,95,622
798,799,Jerry,Jones,jerry.jones.799@gslingacademy.com,male,False,2,False,7,Government Officer,88,85,100,68,65,97,94,597
799,800,Matthew,Miles,matthew.miles.800@gslingacademy.com,male,False,5,False,4,Business Owner,94,68,72,99,83,53,83,552
800,801,Mary,Cox,mary.cox.801@gslingacademy.com,female,False,4,True,14,Teacher,67,100,77,85,73,95,86,583
801,802,Jessica,Young,jessica.young.802@gslingacademy.com,female,False,1,True,29,Software Engineer,92,63,99,77,82,88,72,573
802,803,Tiffany,Small,tiffany.small.803@gslingacademy.com,female,True,3,False,20,Accountant,76,75,60,77,71,70,88,517
803,804,Mary,Wyatt,mary.wyatt.804@gslingacademy.com,female,False,3,True,24,Software Engineer,86,75,96,62,81,91,84,575
804,805,Maria,Mercer,maria.mercer.805@gslingacademy.com,female,False,3,True,27,Software Engineer,94,94,86,62,73,90,75,574
805,806,Erin,Moore,erin.moore.806@gslingacademy.com,female,False,3,False,31,Software Engineer,100,85,62,62,89,65,67,530
806,807,Kendra,Dalton,kendra.dalton.807@gslingacademy.com,female,False,4,False,27,Lawyer,74,84,71,93,65,98,61,546
807,808,Anthony,Gomez,anthony.gomez.808@gslingacademy.com,male,False,2,False,23,Unknown,99,98,70,73,63,62,88,553
808,809,Molly,Jackson,molly.jackson.809@gslingacademy.com,female,False,10,False,0,Business Owner,66,97,72,98,86,86,63,568
809,810,Brianna,Gutierrez,brianna.gutierrez.810@gslingacademy.com,female,False,2,False,35,Scientist,99,96,100,95,90,95,88,663
810,811,John,Henderson,john.henderson.811@gslingacademy.com,male,False,1,True,33,Unknown,97,76,99,85,98,62,97,614
811,812,Steven,Martin,steven.martin.812@gslingacademy.com,male,False,5,True,11,Banker,81,71,76,95,99,85,71,578
812,813,Tina,Bowers,tina.bowers.813@gslingacademy.com,female,False,9,False,10,Banker,95,88,62,85,82,94,73,579
813,814,Luis,Jones,luis.jones.814@gslingacademy.com,male,True,6,False,3,Business Owner,55,69,53,75,86,95,61,494
814,815,Jeffrey,Thomas,jeffrey.thomas.815@gslingacademy.com,male,False,3,False,5,Real Estate Developer,50,62,97,90,93,75,80,547
815,816,Jeffrey,Cox,jeffrey.cox.816@gslingacademy.com,male,False,5,False,34,Software Engineer,98,84,90,83,84,61,99,599
816,817,Jennifer,Bautista,jennifer.bautista.817@gslingacademy.com,female,False,7,False,15,Accountant,88,67,71,85,68,88,67,534
817,818,Judy,Pugh,judy.pugh.818@gslingacademy.com,female,False,1,False,20,Software Engineer,87,99,92,85,62,69,67,561
818,819,Henry,Craig,henry.craig.819@gslingacademy.com,male,False,1,False,3,Government Officer,73,74,94,76,97,86,85,585
819,820,Steven,Alvarez,steven.alvarez.820@gslingacademy.com,male,True,2,True,2,Business Owner,46,71,60,50,85,69,62,443
820,821,Rebecca,Mckay,rebecca.mckay.821@gslingacademy.com,female,False,1,False,27,Banker,88,82,90,94,99,78,65,596
821,822,James,Reynolds,james.reynolds.822@gslingacademy.com,male,True,0,False,29,Software Engineer,95,62,68,64,71,87,60,507
822,823,Heather,Bentley,heather.bentley.823@gslingacademy.com,female,False,1,True,2,Artist,73,71,60,70,78,72,78,502
823,824,Alexis,Hall,alexis.hall.824@gslingacademy.com,female,False,5,False,9,Designer,70,88,100,91,98,68,81,596
824,825,Ryan,Soto,ryan.soto.825@gslingacademy.com,male,False,7,False,14,Construction Engineer,84,100,99,94,84,86,63,610
825,826,Brent,Clements,brent.clements.826@gslingacademy.com,male,False,8,False,25,Doctor,88,60,87,90,87,86,62,560
826,827,Thomas,Hernandez,thomas.hernandez.827@gslingacademy.com,male,False,1,True,9,Unknown,66,65,82,96,87,87,63,546
827,828,Kevin,Mack,kevin.mack.828@gslingacademy.com,male,True,9,False,2,Business Owner,46,54,93,57,99,59,73,481
828,829,Patrick,Kirk,patrick.kirk.829@gslingacademy.com,male,False,5,False,31,Lawyer,71,92,60,73,74,86,94,550
829,830,Christopher,Jenkins,christopher.jenkins.830@gslingacademy.com,male,False,5,False,3,Designer,76,77,99,87,95,94,85,613
830,831,Cassandra,Hodges,cassandra.hodges.831@gslingacademy.com,female,False,5,False,12,Designer,78,95,66,70,75,99,84,567
831,832,Christian,Powers,christian.powers.832@gslingacademy.com,male,False,5,False,5,Business Owner,100,54,70,58,50,95,92,519
832,833,Brittany,Collier,brittany.collier.833@gslingacademy.com,female,False,10,False,11,Government Officer,73,97,87,93,78,99,86,613
833,834,James,Bridges,james.bridges.834@gslingacademy.com,male,False,2,False,4,Game Developer,96,63,85,77,82,65,88,556
834,835,Alexander,Fowler,alexander.fowler.835@gslingacademy.com,male,False,2,False,25,Unknown,82,84,93,70,99,66,80,574
835,836,Andrew,Wong,andrew.wong.836@gslingacademy.com,male,False,1,False,33,Unknown,81,91,71,79,98,69,75,564
836,837,Bobby,Valdez,bobby.valdez.837@gslingacademy.com,male,True,1,False,24,Unknown,97,80,67,71,75,96,100,586
837,838,Mary,Bird,mary.bird.838@gslingacademy.com,female,False,3,False,0,Artist,92,65,95,60,93,69,82,556
838,839,Andrew,Rodriguez,andrew.rodriguez.839@gslingacademy.com,male,True,6,False,0,Business Owner,81,77,92,97,62,65,92,566
839,840,Melanie,Carter,melanie.carter.840@gslingacademy.com,female,False,2,False,3,Government Officer,99,69,71,84,96,84,69,572
840,841,Randy,Lopez,randy.lopez.841@gslingacademy.com,male,False,2,False,26,Lawyer,97,100,87,90,96,86,93,649
841,842,David,Cole,david.cole.842@gslingacademy.com,male,False,7,False,31,Construction Engineer,80,87,94,68,89,82,76,576
842,843,Jennifer,Baxter,jennifer.baxter.843@gslingacademy.com,female,False,4,False,20,Software Engineer,88,62,91,83,97,83,63,567
843,844,Shannon,Graham,shannon.graham.844@gslingacademy.com,female,False,1,False,9,Unknown,95,72,99,67,83,78,65,559
844,845,Stephanie,Bush,stephanie.bush.845@gslingacademy.com,female,False,10,True,15,Software Engineer,90,81,69,70,95,97,62,564
845,846,Keith,Tanner,keith.tanner.846@gslingacademy.com,male,False,10,False,1,Business Owner,77,89,50,82,71,78,70,517
846,847,Robert,Anderson,robert.anderson.847@gslingacademy.com,male,True,1,True,4,Business Owner,82,69,91,95,82,85,60,564
847,848,Matthew,Cantu,matthew.cantu.848@gslingacademy.com,male,False,3,True,2,Real Estate Developer,90,74,88,97,88,73,66,576
848,849,Heather,Johnson,heather.johnson.849@gslingacademy.com,female,False,5,False,32,Software Engineer,94,90,81,82,100,82,98,627
849,850,Lee,Taylor,lee.taylor.850@gslingacademy.com,male,True,7,False,2,Business Owner,87,84,76,87,65,80,72,551
850,851,Jessica,Williams,jessica.williams.851@gslingacademy.com,female,True,1,False,2,Game Developer,86,66,88,98,68,79,77,562
851,852,Holly,Sanchez,holly.sanchez.852@gslingacademy.com,female,False,6,False,19,Banker,84,85,83,69,82,91,69,563
852,853,James,Ray,james.ray.853@gslingacademy.com,male,False,4,False,12,Accountant,86,63,85,64,98,97,86,579
853,854,William,Hernandez,william.hernandez.854@gslingacademy.com,male,False,10,False,5,Business Owner,70,66,98,96,64,65,91,550
854,855,Lisa,Brown,lisa.brown.855@gslingacademy.com,female,False,4,False,22,Accountant,87,94,72,93,44,92,83,565
855,856,Kevin,York,kevin.york.856@gslingacademy.com,male,True,7,False,1,Business Owner,47,78,75,62,61,55,93,471
856,857,Benjamin,Davis,benjamin.davis.857@gslingacademy.com,male,False,0,False,21,Software Engineer,96,63,77,93,61,86,83,559
857,858,Sarah,Nielsen,sarah.nielsen.858@gslingacademy.com,female,True,4,False,5,Business Owner,54,93,96,59,84,79,93,558
858,859,Elizabeth,Parks,elizabeth.parks.859@gslingacademy.com,female,False,3,True,5,Real Estate Developer,59,100,64,68,86,89,91,557
859,860,Deborah,Moore,deborah.moore.860@gslingacademy.com,female,False,2,False,8,Unknown,92,99,93,82,97,70,79,612
860,861,Michael,Anderson,michael.anderson.861@gslingacademy.com,male,False,4,False,25,Software Engineer,100,62,78,74,72,73,78,537
861,862,Brian,Adams,brian.adams.862@gslingacademy.com,male,False,5,False,34,Scientist,92,81,84,84,84,66,74,565
862,863,Anthony,Silva,anthony.silva.863@gslingacademy.com,male,False,3,False,0,Real Estate Developer,75,66,91,73,100,94,67,566
863,864,Melinda,Velazquez,melinda.velazquez.864@gslingacademy.com,female,False,0,False,34,Software Engineer,93,74,63,97,64,61,92,544
864,865,Andre,Hoffman,andre.hoffman.865@gslingacademy.com,male,False,2,False,31,Lawyer,100,96,67,63,91,96,84,597
865,866,Vanessa,Coleman,vanessa.coleman.866@gslingacademy.com,female,True,7,False,1,Business Owner,80,84,67,96,88,94,86,595
866,867,Stephanie,Hernandez,stephanie.hernandez.867@gslingacademy.com,female,False,1,True,28,Lawyer,100,92,66,96,76,88,77,595
867,868,Timothy,David,timothy.david.868@gslingacademy.com,male,True,4,False,5,Business Owner,52,65,74,71,63,59,67,451
868,869,Carol,Cortez,carol.cortez.869@gslingacademy.com,female,False,1,False,26,Software Engineer,95,69,91,67,67,70,71,530
869,870,Justin,Kelly,justin.kelly.870@gslingacademy.com,male,False,1,False,21,Unknown,100,67,100,65,67,92,67,558
870,871,George,King,george.king.871@gslingacademy.com,male,False,4,False,22,Software Engineer,96,73,90,84,64,75,62,544
871,872,Ashley,Craig,ashley.craig.872@gslingacademy.com,female,False,3,False,30,Unknown,60,67,94,74,71,98,74,538
872,873,Patricia,Sullivan,patricia.sullivan.873@gslingacademy.com,female,True,7,False,2,Business Owner,51,98,90,54,77,80,71,521
873,874,David,Jones,david.jones.874@gslingacademy.com,male,False,5,False,24,Software Engineer,85,100,93,64,81,78,64,565
874,875,Cody,Smith,cody.smith.875@gslingacademy.com,male,False,10,False,15,Accountant,76,86,68,83,82,67,69,531
875,876,Joseph,Jackson,joseph.jackson.876@gslingacademy.com,male,False,1,False,24,Software Engineer,92,63,87,92,81,78,74,567
876,877,Adam,Edwards,adam.edwards.877@gslingacademy.com,male,False,5,False,3,Government Officer,90,89,95,73,79,98,68,592
877,878,Brian,Morales,brian.morales.878@gslingacademy.com,male,True,6,True,4,Business Owner,73,53,68,60,95,96,99,544
878,879,Melissa,Fry,melissa.fry.879@gslingacademy.com,female,False,5,False,42,Doctor,90,89,92,93,97,92,100,653
879,880,Lori,Jacobson,lori.jacobson.880@gslingacademy.com,female,False,6,False,24,Accountant,87,87,86,91,90,75,79,595
880,881,Jessica,Shannon,jessica.shannon.881@gslingacademy.com,female,False,1,False,0,Real Estate Developer,93,96,70,92,65,90,84,590
881,882,Sharon,Ramirez,sharon.ramirez.882@gslingacademy.com,female,False,3,False,4,Real Estate Developer,75,91,68,86,81,72,89,562
882,883,Nicole,Rice,nicole.rice.883@gslingacademy.com,female,False,3,False,25,Software Engineer,96,100,99,82,79,95,89,640
883,884,Alison,Webster,alison.webster.884@gslingacademy.com,female,True,1,True,1,Artist,63,75,68,63,63,73,79,484
884,885,Alexander,Mitchell,alexander.mitchell.885@gslingacademy.com,male,False,5,False,35,Lawyer,85,90,89,98,100,97,95,654
885,886,Bryan,Grimes,bryan.grimes.886@gslingacademy.com,male,False,7,False,20,Software Engineer,93,61,65,77,97,90,90,573
886,887,Nicole,Mcdonald,nicole.mcdonald.887@gslingacademy.com,female,False,7,False,11,Unknown,60,92,82,65,82,91,67,539
887,888,Christopher,Ramirez,christopher.ramirez.888@gslingacademy.com,male,True,3,False,21,Unknown,95,91,63,83,75,73,74,554
888,889,Lawrence,Fields,lawrence.fields.889@gslingacademy.com,male,True,9,False,1,Business Owner,61,73,76,51,76,50,77,464
889,890,Rebecca,Molina,rebecca.molina.890@gslingacademy.com,female,False,3,False,15,Software Engineer,97,81,65,70,62,96,75,546
890,891,John,Castillo,john.castillo.891@gslingacademy.com,male,False,1,False,33,Software Engineer,90,64,91,93,86,91,97,612
